Fiyat,Mahalle,İlan Güncelleme Tarihi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Krediye Uygunluk,Tapu Durumu,Site İçerisinde,Eşya Durumu,Takas,Banyo Sayısı,WC Sayısı
21.500.000 TL,İnönü Mahallesi,29 Kasım 2025,Daire,500 m²,550 m²,3+1,16-20,5.Kat,5.0,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Krediye Uygun,Kat İrtifakı,Hayır,Boş,Yok,1,
7.500.000 TL,Doğanlar Mahallesi,28 Kasım 2025,Bina,359 m²,360 m²,1 Oda,21 Ve Üzeri,,3.0,Isıtma Yok,Boş,Krediye Uygun,Bilinmiyor,Hayır,,Yok,Yok,
8.000.000 TL,Meriç Mahallesi,14 Ekim 2025,Müstakil Ev,300 m²,350 m²,5+3,21 Ve Üzeri,,3.0,Kombi Doğalgaz,Boş,Krediye Uygun,Müstakil Tapulu,Hayır,Boş,Var,3,
12.000.000 TL,Ergene Mahallesi,30 Eylül 2025,Bina,68 m²,75 m²,2+1,21 Ve Üzeri,,3.0,Kombi Doğalgaz,Kiracı Oturuyor,Krediye Uygun,Kat İrtifakı,Hayır,Boş,Var,1,1.0
7.850.000 TL,Yakaköy Mahallesi,31 Ekim 2025,Müstakil Ev,60 m²,75 m²,2+1,21 Ve Üzeri,,1.0,Isıtma Yok,Kiracı Oturuyor,Krediye Uygun,Müstakil Tapulu,Hayır,Boş,Yok,1,
5.500.000 TL,Erzene Mahallesi,29 Kasım 2025,Daire,50 m²,55 m²,1+1,0 (Yeni),4.Kat,5.0,Kombi Doğalgaz,Boş,Krediye Uygun,Bilinmiyor,Hayır,Boş,,1,
6.850.000 TL,Doğanlar Mahallesi,06 Kasım 2025,Daire,110 m²,140 m²,4+1,21 Ve Üzeri,Bahçe Dublex,2.0,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Krediye Uygun,Kat Mülkiyeti,Hayır,,,1,
10.500.000 TL,Yeşilova Mahallesi,27 Kasım 2025,Bina,90 m²,105 m²,2+1,21 Ve Üzeri,,4.0,Kombi Doğalgaz,Kiracı Oturuyor,Krediye Uygun,Hisseli Tapu,Hayır,Boş,,1,1.0
3.500.000 TL,Yeşilova Mahallesi,09 Ekim 2025,Daire,110 m²,127 m²,3+1,21 Ve Üzeri,Bahçe Katı,2.0,Klimalı,Kiracı Oturuyor,Krediye Uygun,Tapu Kaydı Yok,Hayır,,,1,1.0
7.150.000 TL,Doğanlar Mahallesi,15 Kasım 2025,Daire,125 m²,130 m²,3+1,21 Ve Üzeri,4.Kat,4.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kat Mülkiyeti,Hayır,Boş,Yok,1,1.0
6.000.000 TL,Kazımdirik Mahallesi,28 Kasım 2025,Daire,55 m²,65 m²,2+1,0 (Yeni),3.Kat,7.0,VRV,Kiracı Oturuyor,Krediye Uygun Değil,Kat İrtifakı,Evet,Boş,Yok,1,
3.500.000 TL,Yıldırım Beyazıt Mahallesi,26 Kasım 2025,Müstakil Ev,100 m²,105 m²,2+1,21 Ve Üzeri,,2.0,Doğalgaz Sobalı,Mülk Sahibi Oturuyor,Krediye Uygun,Müstakil Tapulu,Hayır,,,1,
12.000.000 TL,Doğanlar Mahallesi,28 Kasım 2025,Daire,330 m²,360 m²,3+1,2,2.Kat,3.0,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Krediye Uygun,Müstakil Tapulu,Hayır,Boş,Yok,1,1.0
4.900.000 TL,Atatürk Mahallesi,07 Kasım 2025,Daire,65 m²,80 m²,2+1,0 (Yeni),2.Kat,3.0,Kombi Doğalgaz,Kiracı Oturuyor,Krediye Uygun,Kat Mülkiyeti,Hayır,,Var,1,1.0
10.000.000 TL,Mevlana Mahallesi,29 Kasım 2025,Daire,160 m²,400 m²,4+1,5-10,2.Kat,3.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kat İrtifakı,Hayır,Boş,Var,2,2.0
3.400.000 TL,İnönü Mahallesi,25 Kasım 2025,Daire,107 m²,181 m²,3+1,21 Ve Üzeri,2.Kat,3.0,Klimalı,Kiracı Oturuyor,Bilinmiyor,Kat Mülkiyeti,Hayır,Eşyalı,Yok,1,1.0
3.750.000 TL,İnönü Mahallesi,06 Kasım 2025,Daire,110 m²,120 m²,2+1,16-20,3.Kat,4.0,Kombi Doğalgaz,Kiracı Oturuyor,Krediye Uygun,Kat Mülkiyeti,Hayır,,Var,1,1.0
2.600.000 TL,Yeşilova Mahallesi,24 Ekim 2025,Residence,28 m²,41 m²,Stüdyo,0 (Yeni),9.Kat,38.0,VRV,Boş,Krediye Uygun Değil,Kat İrtifakı,Hayır,,,1,
5.275.000 TL,Ergene Mahallesi,29 Kasım 2025,Daire,85 m²,90 m²,2+1,1,5.Kat,5.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kooperatiften Tapu,Hayır,,,1,1.0
5.690.000 TL,Merkez Mahallesi,23 Kasım 2025,Müstakil Ev,100 m²,135 m²,2+1,16-20,,2.0,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Bilinmiyor,Müstakil Tapulu,Hayır,Boş,,1,2.0
12.000.000 TL,Birlik Mahallesi,27 Kasım 2025,Bina,90 m²,109 m²,2+1,21 Ve Üzeri,,5.0,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Bilinmiyor,Arsa Tapulu,Hayır,Boş,Var,1,2.0
4.850.000 TL,Kızılay Mahallesi,27 Ekim 2025,Daire,120 m²,150 m²,3+1,0 (Yeni),Çatı Katı,3.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kat Mülkiyeti,Hayır,Boş,Yok,2,
65.000.000 TL,Kazımdirik Mahallesi,05 Kasım 2025,Müstakil Ev,450 m²,580 m²,5+1,0 (Yeni),,2.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kat Mülkiyeti,Hayır,Boş,Yok,3,3.0
4.000.000 TL,Mevlana Mahallesi,29 Kasım 2025,Daire,80 m²,82 m²,2+1,0 (Yeni),1.Kat,3.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kat İrtifakı,Hayır,Boş,Yok,1,1.0
6.000.000 TL,Ergene Mahallesi,28 Kasım 2025,Daire,72 m²,82 m²,2+1,3,3.Kat,5.0,Kombi Doğalgaz,Kiracı Oturuyor,Krediye Uygun,Kat Mülkiyeti,Hayır,Boş,Yok,1,
14.499.999 TL,Atatürk Mahallesi,05 Kasım 2025,Müstakil Ev,150 m²,180 m²,4+1,0 (Yeni),,2.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kat Mülkiyeti,Hayır,,Var,2,
2.260.000 TL,Işıklar Mahallesi,10 Ekim 2025,Daire,110 m²,120 m²,2+1,11-15,2.Kat,2.0,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Krediye Uygun,Kat Mülkiyeti,Hayır,,,1,2.0
6.800.000 TL,Yeşilova Mahallesi,12 Eylül 2025,Daire,97 m²,125 m²,2+1,4,12.Kat,14.0,Merkezi (Pay Ölçer),Kiracı Oturuyor,Krediye Uygun Değil,Kat Mülkiyeti,Hayır,Boş,Yok,2,
2.700.000 TL,Yeşilova Mahallesi,28 Kasım 2025,Daire,90 m²,112 m²,2+1,21 Ve Üzeri,Yüksek Giriş,4.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kat Mülkiyeti,Hayır,Boş,Var,1,
3.850.000 TL,Kızılay Mahallesi,30 Eylül 2025,Daire,79 m²,80 m²,2+1,0 (Yeni),Bahçe Katı,4.0,Kombi Doğalgaz,Boş,Krediye Uygun Değil,Kat Mülkiyeti,Hayır,Boş,Var,1,
5.000.000 TL,Yakaköy Mahallesi,31 Ekim 2025,Müstakil Ev,90 m²,500 m²,2+1,2,,1.0,Sobalı,Boş,Krediye Uygun Değil,Hisseli Tapu,Hayır,Eşyalı,Var,1,
111.000.000 TL,Kazımdirik Mahallesi,03 Ekim 2025,Villa,500 m²,650 m²,5+2,4,,4.0,Yerden Isıtma,Mülk Sahibi Oturuyor,Krediye Uygun,Kat Mülkiyeti,Hayır,Boş,Yok,5,
5.750.000 TL,Barbaros Mahallesi,14 Ekim 2025,Müstakil Ev,100 m²,125 m²,4+3,21 Ve Üzeri,,2.0,Klimalı,Kiracı Oturuyor,Krediye Uygun,Müstakil Tapulu,Hayır,Boş,Yok,2,
7.580.000 TL,Atatürk Mahallesi,05 Kasım 2025,Daire,128 m²,138 m²,3+1,0 (Yeni),2.Kat,3.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kat Mülkiyeti,Hayır,,Var,2,
8.990.000 TL,Erzene Mahallesi,20 Kasım 2025,Bina,390 m²,400 m²,2+1,21 Ve Üzeri,,2.0,Doğalgaz Sobalı,Mülk Sahibi Oturuyor,Krediye Uygun,Hisseli Tapu,Hayır,Boş,Yok,1,2.0
3.125.000 TL,Barbaros Mahallesi,28 Eylül 2025,Daire,28 m²,34 m²,Stüdyo,3,5.Kat,30.0,Merkezi (Pay Ölçer),Boş,Krediye Uygun,Kat Mülkiyeti,Evet,Boş,Yok,1,
7.550.000 TL,Atatürk Mahallesi,05 Kasım 2025,Daire,128 m²,138 m²,3+1,0 (Yeni),2.Kat,3.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kat Mülkiyeti,Hayır,Boş,Var,2,2.0
3.000.000 TL,Zafer Mahallesi,26 Kasım 2025,Müstakil Ev,85 m²,100 m²,2+1,1,,1.0,Sobalı,Boş,Krediye Uygun,Arsa Tapulu,Hayır,,,2,
10.250.000 TL,İnönü Mahallesi,03 Ekim 2025,Müstakil Ev,180 m²,235 m²,3+1,11-15,,2.0,Kombi Doğalgaz,Boş,Krediye Uygun,Müstakil Tapulu,Hayır,Boş,Yok,2,
4.000.000 TL,Meriç Mahallesi,14 Ekim 2025,Müstakil Ev,90 m²,128 m²,2+1,21 Ve Üzeri,,1.0,Isıtma Yok,Boş,Krediye Uygun,Müstakil Tapulu,Hayır,Boş,Var,1,
3.500.000 TL,Yıldırım Beyazıt Mahallesi,28 Ekim 2025,Daire,130 m²,135 m²,2+1,16-20,Kot 3 (-3).Kat,4.0,Klimalı,Mülk Sahibi Oturuyor,Krediye Uygun,Kat Mülkiyeti,Hayır,,,1,
16.900.000 TL,Atatürk Mahallesi,29 Kasım 2025,Daire,138 m²,170 m²,4+1,0 (Yeni),Villa Tipi,3.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kat İrtifakı,Hayır,Boş,Var,2,3.0
3.850.000 TL,İnönü Mahallesi,29 Kasım 2025,Daire,77 m²,85 m²,2+1,0 (Yeni),Bahçe Katı,2.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kat İrtifakı,Hayır,Boş,Yok,1,1.0
4.750.000 TL,İnönü Mahallesi,06 Kasım 2025,Daire,88 m²,110 m²,2+1,16-20,Bahçe Katı,1.0,Isıtma Yok,Boş,Krediye Uygun,Kat Mülkiyeti,Hayır,,Var,1,1.0
3.500.000 TL,Kazımdirik Mahallesi,13 Kasım 2025,Daire,75 m²,80 m²,2+1,5-10,4.Kat,4.0,Kombi Doğalgaz,Kiracı Oturuyor,Krediye Uygun,Kat Mülkiyeti,Hayır,Boş,Var,1,1.0
11.000.000 TL,Karacaoğlan Mahallesi,30 Ekim 2025,Daire,130 m²,165 m²,3+1,5-10,2.Kat,8.0,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Krediye Uygun,Bilinmiyor,Evet,Boş,Yok,2,
12.500.000 TL,Mevlana Mahallesi,16 Eylül 2025,Bina,180 m²,181 m²,1 Oda,21 Ve Üzeri,,5.0,Isıtma Yok,Boş,Krediye Uygun Değil,Arsa Tapulu,Hayır,,Yok,Yok,
11.500.000 TL,Erzene Mahallesi,29 Kasım 2025,Daire,130 m²,135 m²,3+1,0 (Yeni),4.Kat,5.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kat İrtifakı,Hayır,Boş,Yok,2,
4.400.000 TL,Kızılay Mahallesi,28 Ekim 2025,Daire,110 m²,120 m²,3+1,5-10,2.Kat,5.0,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Krediye Uygun,Kat İrtifakı,Hayır,Boş,Yok,1,
4.500.000 TL,Doğanlar Mahallesi,29 Kasım 2025,Daire,80 m²,88 m²,2+1,0 (Yeni),3.Kat,4.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kat İrtifakı,Hayır,Boş,Yok,1,
5.350.000 TL,Kazımdirik Mahallesi,27 Ekim 2025,Daire,44 m²,55 m²,1+1,5-10,7.Kat,7.0,Merkezi (Pay Ölçer),Boş,Krediye Uygun,Kat Mülkiyeti,Evet,Boş,Var,1,
17.000.000 TL,Koşukavak Mahallesi,27 Kasım 2025,Bina,90 m²,93 m²,2+1,21 Ve Üzeri,,5.0,Klimalı,Kiracı Oturuyor,Krediye Uygun,Kat Mülkiyeti,Hayır,Boş,,1,1.0
3.790.000 TL,Gürpınar Mahallesi,28 Kasım 2025,Daire,80 m²,90 m²,2+1,0 (Yeni),Düz Giriş (Zemin),3.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kat Mülkiyeti,Hayır,,,1,
3.300.000 TL,Yeşilova Mahallesi,31 Ekim 2025,Residence,40 m²,58 m²,1+1,0 (Yeni),20.Kat,30.0,VRV,Boş,Krediye Uygun Değil,Kat İrtifakı,Hayır,Boş,Var,1,
